개설강좌,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
NO,개설전공,개설과정,과목번호,분반,교과목명,담당교수,이수구분,과목구분,과목세부구분,강의실습구분,과목개설주기,학점,이론시수,실습시수,코드쉐어여부,영어강의여부,요일/교시/강의실,비고
163,전기전자컴퓨터공학과,박사,IC901,37,Thesis(Ph.D.),김윤승,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
164,전기전자컴퓨터공학과,박사,IC901,38,Thesis(Ph.D.),윤성훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
165,전기전자컴퓨터공학과,박사,IC901,39,Thesis(Ph.D.),이효근,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
166,전기전자컴퓨터공학과,석사,IC904,01,Internship(M.S.),권혁준,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
167,전기전자컴퓨터공학과,석사,IC904,02,Internship(M.S.),길현재,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
168,전기전자컴퓨터공학과,석사,IC904,03,Internship(M.S.),김가인,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
169,전기전자컴퓨터공학과,석사,IC904,04,Internship(M.S.),김경대,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
170,전기전자컴퓨터공학과,석사,IC904,05,Internship(M.S.),김기섭,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
171,전기전자컴퓨터공학과,석사,IC904,06,Internship(M.S.),김백규,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
172,전기전자컴퓨터공학과,석사,IC904,07,Internship(M.S.),김선준,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
173,전기전자컴퓨터공학과,석사,IC904,08,Internship(M.S.),김영식,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
174,전기전자컴퓨터공학과,석사,IC904,10,Internship(M.S.),목지수,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
175,전기전자컴퓨터공학과,석사,IC904,11,Internship(M.S.),박경준,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
176,전기전자컴퓨터공학과,석사,IC904,12,Internship(M.S.),박대희,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
177,전기전자컴퓨터공학과,석사,IC904,13,Internship(M.S.),서대원,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
178,전기전자컴퓨터공학과,석사,IC904,14,Internship(M.S.),소진현,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
179,전기전자컴퓨터공학과,석사,IC904,15,Internship(M.S.),송민영,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
180,전기전자컴퓨터공학과,석사,IC904,16,Internship(M.S.),신동훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
181,전기전자컴퓨터공학과,석사,IC904,17,Internship(M.S.),윤종혁,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
182,전기전자컴퓨터공학과,석사,IC904,18,Internship(M.S.),은용순,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
183,전기전자컴퓨터공학과,석사,IC904,19,Internship(M.S.),이경태,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
184,전기전자컴퓨터공학과,석사,IC904,20,Internship(M.S.),이기준,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
185,전기전자컴퓨터공학과,석사,IC904,21,Internship(M.S.),이민선,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
186,전기전자컴퓨터공학과,석사,IC904,22,Internship(M.S.),이병권,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
187,전기전자컴퓨터공학과,석사,IC904,23,Internship(M.S.),이병문,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
188,전기전자컴퓨터공학과,석사,IC904,24,Internship(M.S.),이용우,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
189,전기전자컴퓨터공학과,석사,IC904,25,Internship(M.S.),이정협,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
190,전기전자컴퓨터공학과,석사,IC904,26,Internship(M.S.),임성훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
191,전기전자컴퓨터공학과,석사,IC904,27,Internship(M.S.),장재은,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
192,전기전자컴퓨터공학과,석사,IC904,28,Internship(M.S.),장준기,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
193,전기전자컴퓨터공학과,석사,IC904,29,Internship(M.S.),장진호,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
194,전기전자컴퓨터공학과,석사,IC904,30,Internship(M.S.),전민석,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
195,전기전자컴퓨터공학과,석사,IC904,31,Internship(M.S.),좌훈승,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
196,전기전자컴퓨터공학과,석사,IC904,32,Internship(M.S.),최상현,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
197,전기전자컴퓨터공학과,석사,IC904,33,Internship(M.S.),최원석,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
198,전기전자컴퓨터공학과,석사,IC904,34,Internship(M.S.),최재호,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
199,전기전자컴퓨터공학과,석사,IC904,35,Internship(M.S.),최지웅,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
200,전기전자컴퓨터공학과,석사,IC904,36,Internship(M.S.),황재윤,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
201,전기전자컴퓨터공학과,석사,IC904,37,Internship(M.S.),김윤승,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
202,전기전자컴퓨터공학과,석사,IC904,38,Internship(M.S.),윤성훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
203,전기전자컴퓨터공학과,석사,IC904,39,Internship(M.S.),이효근,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
204,전기전자컴퓨터공학과,박사,IC905,01,Internship(Ph.D.),권혁준,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
205,전기전자컴퓨터공학과,박사,IC905,02,Internship(Ph.D.),길현재,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
206,전기전자컴퓨터공학과,박사,IC905,03,Internship(Ph.D.),김가인,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
207,전기전자컴퓨터공학과,박사,IC905,04,Internship(Ph.D.),김경대,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
208,전기전자컴퓨터공학과,박사,IC905,05,Internship(Ph.D.),김기섭,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
209,전기전자컴퓨터공학과,박사,IC905,06,Internship(Ph.D.),김백규,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
210,전기전자컴퓨터공학과,박사,IC905,07,Internship(Ph.D.),김선준,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
211,전기전자컴퓨터공학과,박사,IC905,08,Internship(Ph.D.),김영식,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
212,전기전자컴퓨터공학과,박사,IC905,10,Internship(Ph.D.),목지수,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
213,전기전자컴퓨터공학과,박사,IC905,11,Internship(Ph.D.),박경준,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
214,전기전자컴퓨터공학과,박사,IC905,12,Internship(Ph.D.),박대희,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
215,전기전자컴퓨터공학과,박사,IC905,13,Internship(Ph.D.),서대원,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
216,전기전자컴퓨터공학과,박사,IC905,14,Internship(Ph.D.),소진현,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
217,전기전자컴퓨터공학과,박사,IC905,15,Internship(Ph.D.),송민영,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
218,전기전자컴퓨터공학과,박사,IC905,16,Internship(Ph.D.),신동훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
219,전기전자컴퓨터공학과,박사,IC905,17,Internship(Ph.D.),윤종혁,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
220,전기전자컴퓨터공학과,박사,IC905,18,Internship(Ph.D.),은용순,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
221,전기전자컴퓨터공학과,박사,IC905,19,Internship(Ph.D.),이경태,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
222,전기전자컴퓨터공학과,박사,IC905,20,Internship(Ph.D.),이기준,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
223,전기전자컴퓨터공학과,박사,IC905,21,Internship(Ph.D.),이민선,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
224,전기전자컴퓨터공학과,박사,IC905,22,Internship(Ph.D.),이병권,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
225,전기전자컴퓨터공학과,박사,IC905,23,Internship(Ph.D.),이병문,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
226,전기전자컴퓨터공학과,박사,IC905,24,Internship(Ph.D.),이용우,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
227,전기전자컴퓨터공학과,박사,IC905,25,Internship(Ph.D.),이정협,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
228,전기전자컴퓨터공학과,박사,IC905,26,Internship(Ph.D.),임성훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
229,전기전자컴퓨터공학과,박사,IC905,27,Internship(Ph.D.),장재은,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
230,전기전자컴퓨터공학과,박사,IC905,28,Internship(Ph.D.),장준기,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
231,전기전자컴퓨터공학과,박사,IC905,29,Internship(Ph.D.),장진호,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
232,전기전자컴퓨터공학과,박사,IC905,30,Internship(Ph.D.),전민석,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
233,전기전자컴퓨터공학과,박사,IC905,31,Internship(Ph.D.),좌훈승,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
234,전기전자컴퓨터공학과,박사,IC905,32,Internship(Ph.D.),최상현,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
235,전기전자컴퓨터공학과,박사,IC905,33,Internship(Ph.D.),최원석,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
236,전기전자컴퓨터공학과,박사,IC905,34,Internship(Ph.D.),최재호,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
237,전기전자컴퓨터공학과,박사,IC905,35,Internship(Ph.D.),최지웅,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
238,전기전자컴퓨터공학과,박사,IC905,36,Internship(Ph.D.),황재윤,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
239,전기전자컴퓨터공학과,박사,IC905,37,Internship(Ph.D.),김윤승,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
240,전기전자컴퓨터공학과,박사,IC905,38,Internship(Ph.D.),윤성훈,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
241,전기전자컴퓨터공학과,박사,IC905,39,Internship(Ph.D.),이효근,전공,일반과목,연구(Internship),실습,매년,1.0,0.0,1.0,N,Y,,
242,전기전자컴퓨터공학과,석사,IC906,01,Seminar(M.S.),김영식,전공,일반과목,연구(Seminar),이론,매년,1.0,1.0,0.0,N,Y,화16:30-17:30(E3 - 112),
243,전기전자컴퓨터공학과,박사,IC907,01,Seminar(Ph.D.),김영식,전공,일반과목,연구(Seminar),이론,매년,1.0,1.0,0.0,N,Y,화17:00-18:00(E3 - 112),
244,로봇및기계전자공학과,전체,RT514,01,의용생체공학★,이아형,전공,일반과목,교과,이론,격년,3.0,3.0,0.0,N,Y,"화14:30-16:00(E5 - 115), 목14:30-16:00(E5 - 115)",
245,로봇및기계전자공학과,전체,RT515,01,뇌-기계인터페이스입문★,김소희,전공,일반과목,교과,이론,격년,3.0,3.0,0.0,N,Y,"월14:30-16:00(E5 - 115), 수14:30-16:00(E5 - 115)",
246,로봇및기계전자공학과,전체,RT516,01,의료영상학★,유재석,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"월13:00-14:30(E5 - 116), 수13:00-14:30(E5 - 116)",
247,로봇및기계전자공학과,전체,RT603c,01,응용수학,이옥균,전공,코어과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"화09:00-10:30(E5 - 425), 목09:00-10:30(E5 - 425)",
248,로봇및기계전자공학과,전체,RT604,01,고등 모빌리티공학,김기섭,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"월09:00-10:30(E5 - 425), 수09:00-10:30(E5 - 425)",
249,로봇및기계전자공학과,전체,RT605,01,나노공정기술,김봉훈,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,월11:30-14:30(E5 - 115),
250,로봇및기계전자공학과,전체,RT611,01,정밀구동 및 센서,송철,전공,일반과목,교과,이론및실습,격년,3.0,3.0,1.0,N,Y,"월16:00-18:00(E5 - 116), 수16:00-18:00(E5 - 116)",
251,로봇및기계전자공학과,전체,RT624,01,모터시스템제어,남강현,전공,일반과목,교과,이론,격년,3.0,3.0,0.0,N,Y,"화10:30-12:00(E5 - 116), 목10:30-12:00(E5 - 116)",
252,로봇및기계전자공학과,전체,RT625,01,광신호처리,문인규,전공,일반과목,교과,이론,격년,3.0,3.0,0.0,N,Y,"월10:30-12:00(E5 - 425), 수10:30-12:00(E5 - 425)",
253,로봇및기계전자공학과,전체,RT711,01,고급전자기학,한상윤,전공,일반과목,교과,이론,매년,3.0,3.0,0.0,N,Y,"월15:00-16:30(E5 - 114), 수15:00-16:30(E5 - 114)",
254,로봇및기계전자공학과,전체,RT761,01,딥러닝,김동욱,전공,일반과목,교과,이론및실습,격년,3.0,3.0,1.0,N,Y,"화10:30-12:00(E5 - 425), 목10:30-12:00(E5 - 425)",
255,로봇및기계전자공학과,석사,RT900,01,논문연구,오세훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
256,로봇및기계전자공학과,석사,RT900,02,논문연구,김기섭,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
257,로봇및기계전자공학과,석사,RT900,03,논문연구,김동욱,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
258,로봇및기계전자공학과,석사,RT900,04,논문연구,김봉훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
259,로봇및기계전자공학과,석사,RT900,05,논문연구,김소희,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
260,로봇및기계전자공학과,석사,RT900,06,논문연구,김회준,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
261,로봇및기계전자공학과,석사,RT900,07,논문연구,남강현,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
262,로봇및기계전자공학과,석사,RT900,08,논문연구,문인규,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
263,로봇및기계전자공학과,석사,RT900,09,논문연구,박경서,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
264,로봇및기계전자공학과,석사,RT900,11,논문연구,박석호,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
265,로봇및기계전자공학과,석사,RT900,12,논문연구,박준혁,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
266,로봇및기계전자공학과,석사,RT900,13,논문연구,송석호,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
267,로봇및기계전자공학과,석사,RT900,14,논문연구,송철,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
268,로봇및기계전자공학과,석사,RT900,15,논문연구,유재석,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
269,로봇및기계전자공학과,석사,RT900,16,논문연구,윤동원,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
270,로봇및기계전자공학과,석사,RT900,17,논문연구,이상훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
271,로봇및기계전자공학과,석사,RT900,18,논문연구,이성민,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
272,로봇및기계전자공학과,석사,RT900,19,논문연구,이아형,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
273,로봇및기계전자공학과,석사,RT900,20,논문연구,이옥균,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
274,로봇및기계전자공학과,석사,RT900,21,논문연구,이재홍,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
275,로봇및기계전자공학과,석사,RT900,22,논문연구,임용섭,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
276,로봇및기계전자공학과,석사,RT900,23,논문연구,장경인,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
277,로봇및기계전자공학과,석사,RT900,24,논문연구,정소현,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
278,로봇및기계전자공학과,석사,RT900,25,논문연구,한상윤,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
279,로봇및기계전자공학과,석사,RT900,26,논문연구,황민호,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
280,로봇및기계전자공학과,석사,RT900,27,논문연구,노어진,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
281,로봇및기계전자공학과,석사,RT900,28,논문연구,이용석,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
282,로봇및기계전자공학과,박사,RT901,01,논문연구,오세훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
283,로봇및기계전자공학과,박사,RT901,02,논문연구,김기섭,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
284,로봇및기계전자공학과,박사,RT901,03,논문연구,김동욱,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
285,로봇및기계전자공학과,박사,RT901,04,논문연구,김봉훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
286,로봇및기계전자공학과,박사,RT901,05,논문연구,김소희,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
287,로봇및기계전자공학과,박사,RT901,06,논문연구,김회준,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
288,로봇및기계전자공학과,박사,RT901,07,논문연구,남강현,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
289,로봇및기계전자공학과,박사,RT901,08,논문연구,문인규,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
290,로봇및기계전자공학과,박사,RT901,09,논문연구,박경서,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
291,로봇및기계전자공학과,박사,RT901,11,논문연구,박석호,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
292,로봇및기계전자공학과,박사,RT901,12,논문연구,박준혁,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
293,로봇및기계전자공학과,박사,RT901,13,논문연구,송석호,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
294,로봇및기계전자공학과,박사,RT901,14,논문연구,송철,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
295,로봇및기계전자공학과,박사,RT901,15,논문연구,유재석,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
296,로봇및기계전자공학과,박사,RT901,16,논문연구,윤동원,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
297,로봇및기계전자공학과,박사,RT901,17,논문연구,이상훈,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
298,로봇및기계전자공학과,박사,RT901,18,논문연구,이성민,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
299,로봇및기계전자공학과,박사,RT901,19,논문연구,이아형,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
300,로봇및기계전자공학과,박사,RT901,20,논문연구,이옥균,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
301,로봇및기계전자공학과,박사,RT901,21,논문연구,이재홍,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
302,로봇및기계전자공학과,박사,RT901,22,논문연구,임용섭,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
303,로봇및기계전자공학과,박사,RT901,23,논문연구,장경인,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
304,로봇및기계전자공학과,박사,RT901,24,논문연구,정소현,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
305,로봇및기계전자공학과,박사,RT901,25,논문연구,한상윤,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
306,로봇및기계전자공학과,박사,RT901,26,논문연구,황민호,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
307,로봇및기계전자공학과,박사,RT901,27,논문연구,노어진,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
308,로봇및기계전자공학과,박사,RT901,28,논문연구,이용석,전공,일반과목,연구(Thesis),이론,매년,0.0,0.0,0.0,N,Y,,
309,로봇및기계전자공학과,석사,RT906,01,세미나(M.S.),윤동원,전공,일반과목,연구(Seminar),이론,매년,1.0,1.0,0.0,N,Y,화16:00-17:00(E5 - 425),
310,로봇및기계전자공학과,박사,RT907,01,세미나(Ph.D.),윤동원,전공,일반과목,연구(Seminar),이론,매년,1.0,1.0,0.0,N,Y,화17:00-18:00(E5 - 425),
311,로봇및기계전자공학과,전체,RT908,01,연구윤리,오세훈,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
312,로봇및기계전자공학과,전체,RT908,02,연구윤리,김기섭,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
313,로봇및기계전자공학과,전체,RT908,03,연구윤리,김동욱,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
314,로봇및기계전자공학과,전체,RT908,04,연구윤리,김봉훈,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
315,로봇및기계전자공학과,전체,RT908,05,연구윤리,김소희,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
316,로봇및기계전자공학과,전체,RT908,06,연구윤리,김회준,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
317,로봇및기계전자공학과,전체,RT908,07,연구윤리,남강현,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
318,로봇및기계전자공학과,전체,RT908,08,연구윤리,문인규,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
319,로봇및기계전자공학과,전체,RT908,09,연구윤리,박경서,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
320,로봇및기계전자공학과,전체,RT908,11,연구윤리,박석호,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
321,로봇및기계전자공학과,전체,RT908,12,연구윤리,박준혁,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
322,로봇및기계전자공학과,전체,RT908,13,연구윤리,송석호,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
323,로봇및기계전자공학과,전체,RT908,14,연구윤리,송철,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
324,로봇및기계전자공학과,전체,RT908,15,연구윤리,유재석,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
325,로봇및기계전자공학과,전체,RT908,16,연구윤리,윤동원,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
326,로봇및기계전자공학과,전체,RT908,17,연구윤리,이상훈,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
327,로봇및기계전자공학과,전체,RT908,18,연구윤리,이성민,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
328,로봇및기계전자공학과,전체,RT908,19,연구윤리,이아형,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
329,로봇및기계전자공학과,전체,RT908,20,연구윤리,이옥균,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
330,로봇및기계전자공학과,전체,RT908,21,연구윤리,이재홍,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
331,로봇및기계전자공학과,전체,RT908,22,연구윤리,임용섭,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
332,로봇및기계전자공학과,전체,RT908,23,연구윤리,장경인,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
333,로봇및기계전자공학과,전체,RT908,24,연구윤리,정소현,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
334,로봇및기계전자공학과,전체,RT908,25,연구윤리,한상윤,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
335,로봇및기계전자공학과,전체,RT908,26,연구윤리,황민호,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
336,로봇및기계전자공학과,전체,RT908,27,연구윤리,노어진,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
337,로봇및기계전자공학과,전체,RT908,28,연구윤리,이용석,전공,일반과목,연구(Thesis),이론,매년,0.0,1.0,0.0,N,Y,,
